orderitemid,orderid,itemid
30802,30802,6
30803,30803,6
30804,30804,10
30805,30805,16
30806,30806,11
30807,30807,8
30808,30808,18
30809,30809,7
30810,30810,10
30811,30811,15
30812,30812,16
30813,30813,15
30814,30814,12
30815,30815,12
30816,30816,17
30817,30817,9
30818,30818,15
30819,30819,2
30820,30820,15
30821,30821,14
30822,30822,7
30823,30823,16
30824,30824,9
30825,30825,2
30826,30826,18
30827,30827,18
30828,30828,4
30829,30829,5
30830,30830,8
30831,30831,17
30832,30832,13
30833,30833,1
30834,30834,7
30835,30835,5
30836,30836,2
30837,30837,10
30838,30838,11
30839,30839,6
30840,30840,18
30841,30841,12
30842,30842,5
30843,30843,9
30844,30844,4
30845,30845,16
30846,30846,2
30847,30847,5
30848,30848,17
30849,30849,15
30850,30850,5
30851,30851,16
30852,30852,6
30853,30853,18
30854,30854,6
30855,30855,17
30856,30856,14
30857,30857,7
30858,30858,18
30859,30859,2
30860,30860,19
30861,30861,4
30862,30862,10
30863,30863,10
30864,30864,13
30865,30865,15
30866,30866,7
30867,30867,11
30868,30868,3
30869,30869,8
30870,30870,13
30871,30871,17
30872,30872,2
30873,30873,11
30874,30874,18
30875,30875,17
30876,30876,8
30877,30877,10
30878,30878,13
30879,30879,2
30880,30880,17
30881,30881,8
30882,30882,3
30883,30883,10
30884,30884,13
30885,30885,15
30886,30886,4
30887,30887,12
30888,30888,3
30889,30889,15
30890,30890,16
30891,30891,13
30892,30892,3
30893,30893,1
30894,30894,15
30895,30895,16
30896,30896,7
30897,30897,17
30898,30898,6
30899,30899,3
30900,30900,6
30901,30901,5
30902,30902,3
30903,30903,12
30904,30904,14
30905,30905,7
30906,30906,16
30907,30907,20
30908,30908,5
30909,30909,4
30910,30910,10
30911,30911,1
30912,30912,4
30913,30913,4
30914,30914,5
30915,30915,17
30916,30916,2
30917,30917,9
30918,30918,13
30919,30919,9
30920,30920,1
30921,30921,9
30922,30922,18
30923,30923,20
30924,30924,5
30925,30925,18
30926,30926,10
30927,30927,4
30928,30928,10
30929,30929,1
30930,30930,1
30931,30931,13
30932,30932,18
30933,30933,17
30934,30934,12
30935,30935,9
30936,30936,12
30937,30937,8
30938,30938,19
30939,30939,7
30940,30940,16
30941,30941,3
30942,30942,17
30943,30943,4
30944,30944,14
30945,30945,5
30946,30946,2
30947,30947,14
30948,30948,6
30949,30949,6
30950,30950,11
30951,30951,6
30952,30952,6
30953,30953,2
30954,30954,8
30955,30955,19
30956,30956,13
30957,30957,4
30958,30958,19
30959,30959,12
30960,30960,1
30961,30961,12
30962,30962,2
30963,30963,17
30964,30964,17
30965,30965,1
30966,30966,15
30967,30967,17
30968,30968,13
30969,30969,20
30970,30970,12
30971,30971,18
30972,30972,16
30973,30973,10
30974,30974,10
30975,30975,18
30976,30976,11
30977,30977,9
30978,30978,8
30979,30979,20
30980,30980,7
30981,30981,18
30982,30982,8
30983,30983,2
30984,30984,15
30985,30985,10
30986,30986,12
30987,30987,8
30988,30988,14
30989,30989,16
30990,30990,7
30991,30991,3
30992,30992,13
30993,30993,5
30994,30994,2
30995,30995,11
30996,30996,9
30997,30997,3
30998,30998,5
30999,30999,14
31000,31000,15
31001,31001,1
31002,31002,16
31003,31003,7
31004,31004,10
31005,31005,15
31006,31006,2
31007,31007,15
31008,31008,15
31009,31009,7
31010,31010,15
31011,31011,17
31012,31012,7
31013,31013,3
31014,31014,11
31015,31015,1
31016,31016,20
31017,31017,9
31018,31018,20
31019,31019,3
31020,31020,15
31021,31021,8
31022,31022,11
31023,31023,12
31024,31024,15
31025,31025,14
31026,31026,7
31027,31027,6
31028,31028,12
31029,31029,17
31030,31030,2
31031,31031,15
31032,31032,15
31033,31033,18
31034,31034,15
31035,31035,16
31036,31036,8
31037,31037,15
31038,31038,18
31039,31039,11
31040,31040,19
31041,31041,1
31042,31042,2
31043,31043,19
31044,31044,20
31045,31045,18
31046,31046,7
31047,31047,1
31048,31048,3
31049,31049,3
31050,31050,7
31051,31051,1
31052,31052,6
31053,31053,11
31054,31054,20
31055,31055,9
31056,31056,16
31057,31057,11
31058,31058,11
31059,31059,12
31060,31060,6
31061,31061,19
31062,31062,11
31063,31063,20
31064,31064,4
31065,31065,3
31066,31066,8
31067,31067,1
31068,31068,18
31069,31069,8
31070,31070,9
31071,31071,5
31072,31072,9
31073,31073,7
31074,31074,4
31075,31075,5
31076,31076,9
31077,31077,8
31078,31078,12
31079,31079,5
31080,31080,4
31081,31081,10
31082,31082,19
31083,31083,17
31084,31084,3
31085,31085,5
31086,31086,3
31087,31087,12
31088,31088,4
31089,31089,17
31090,31090,9
31091,31091,10
31092,31092,16
31093,31093,19
31094,31094,14
31095,31095,13
31096,31096,19
31097,31097,4
31098,31098,19
31099,31099,4
31100,31100,9
31101,31101,6
31102,31102,8
31103,31103,5
31104,31104,17
31105,31105,11
31106,31106,2
31107,31107,3
31108,31108,2
31109,31109,14
31110,31110,10
31111,31111,19
31112,31112,2
31113,31113,12
31114,31114,15
31115,31115,13
31116,31116,20
31117,31117,8
31118,31118,6
31119,31119,17
31120,31120,18
31121,31121,19
31122,31122,11
31123,31123,9
31124,31124,1
31125,31125,8
31126,31126,10
31127,31127,11
31128,31128,8
31129,31129,5
31130,31130,15
31131,31131,14
31132,31132,12
31133,31133,2
31134,31134,3
31135,31135,3
31136,31136,1
31137,31137,20
31138,31138,13
31139,31139,3
31140,31140,4
31141,31141,10
31142,31142,13
31143,31143,5
31144,31144,4
31145,31145,10
31146,31146,14
31147,31147,9
31148,31148,3
31149,31149,15
31150,31150,13
31151,31151,18
31152,31152,5
31153,31153,14
31154,31154,12
31155,31155,10
31156,31156,15
31157,31157,4
31158,31158,1
31159,31159,19
31160,31160,15
31161,31161,1
31162,31162,20
31163,31163,2
31164,31164,6
31165,31165,6
31166,31166,11
31167,31167,4
31168,31168,18
31169,31169,18
31170,31170,11
31171,31171,6
31172,31172,10
31173,31173,8
31174,31174,14
31175,31175,9
31176,31176,2
31177,31177,11
31178,31178,13
31179,31179,14
31180,31180,10
31181,31181,11
31182,31182,6
31183,31183,17
31184,31184,1
31185,31185,15
31186,31186,8
31187,31187,3
31188,31188,6
31189,31189,20
31190,31190,4
31191,31191,13
31192,31192,9
31193,31193,20
31194,31194,13
31195,31195,7
31196,31196,13
31197,31197,14
31198,31198,11
31199,31199,2
31200,31200,7
31201,31201,4
31202,31202,7
31203,31203,19
31204,31204,9
31205,31205,19
31206,31206,17
31207,31207,13
31208,31208,3
31209,31209,11
31210,31210,6
31211,31211,15
31212,31212,5
31213,31213,1
31214,31214,8
31215,31215,4
31216,31216,11
31217,31217,10
31218,31218,6
31219,31219,17
31220,31220,9
31221,31221,7
31222,31222,4
31223,31223,18
31224,31224,11
31225,31225,13
31226,31226,3
31227,31227,14
31228,31228,14
31229,31229,12
31230,31230,5
31231,31231,4
31232,31232,2
31233,31233,13
31234,31234,13
31235,31235,12
31236,31236,15
31237,31237,2
31238,31238,9
31239,31239,15
31240,31240,3
31241,31241,2
31242,31242,14
31243,31243,9
31244,31244,11
31245,31245,7
31246,31246,15
31247,31247,4
31248,31248,17
31249,31249,19
31250,31250,10
31251,31251,9
31252,31252,8
31253,31253,3
31254,31254,2
31255,31255,11
31256,31256,1
31257,31257,9
31258,31258,10
31259,31259,2
31260,31260,16
31261,31261,4
31262,31262,1
31263,31263,10
31264,31264,7
31265,31265,7
31266,31266,5
31267,31267,14
31268,31268,14
31269,31269,19
31270,31270,8
31271,31271,4
31272,31272,7
31273,31273,2
31274,31274,16
31275,31275,1
31276,31276,5
31277,31277,19
31278,31278,16
31279,31279,18
31280,31280,1
31281,31281,12
31282,31282,13
31283,31283,1
31284,31284,9
31285,31285,9
31286,31286,6
31287,31287,15
31288,31288,11
31289,31289,1
31290,31290,9
31291,31291,11
31292,31292,9
31293,31293,14
31294,31294,3
31295,31295,12
31296,31296,15
31297,31297,6
31298,31298,13
31299,31299,8
31300,31300,10
31301,31301,16
31302,31302,10
31303,31303,16
31304,31304,20
31305,31305,13
31306,31306,19
31307,31307,18
31308,31308,5
31309,31309,3
31310,31310,14
31311,31311,13
31312,31312,6
31313,31313,1
31314,31314,12
31315,31315,8
31316,31316,7
31317,31317,4
31318,31318,8
31319,31319,10
31320,31320,12
31321,31321,6
31322,31322,12
31323,31323,17
31324,31324,8
31325,31325,13
31326,31326,2
31327,31327,6
31328,31328,9
31329,31329,2
31330,31330,1
31331,31331,17
31332,31332,14
31333,31333,2
31334,31334,19
31335,31335,15
31336,31336,1
31337,31337,19
31338,31338,18
31339,31339,6
31340,31340,19
31341,31341,5
31342,31342,14
31343,31343,17
31344,31344,11
31345,31345,18
31346,31346,2
31347,31347,17
31348,31348,9
31349,31349,10
31350,31350,18
31351,31351,11
31352,31352,20
31353,31353,8
31354,31354,12
31355,31355,18
31356,31356,7
31357,31357,1
31358,31358,5
31359,31359,4
31360,31360,11
31361,31361,20
31362,31362,16
31363,31363,6
31364,31364,17
31365,31365,4
31366,31366,14
31367,31367,16
31368,31368,15
31369,31369,15
31370,31370,10
31371,31371,16
31372,31372,18
31373,31373,9
31374,31374,17
31375,31375,15
31376,31376,12
31377,31377,1
31378,31378,8
31379,31379,19
31380,31380,6
31381,31381,1
31382,31382,16
31383,31383,4
31384,31384,11
31385,31385,16
31386,31386,15
31387,31387,8
31388,31388,18
31389,31389,5
31390,31390,19
31391,31391,9
31392,31392,2
31393,31393,5
31394,31394,9
31395,31395,6
31396,31396,6
31397,31397,10
31398,31398,6
31399,31399,16
31400,31400,1
31401,31401,5
31402,31402,12
31403,31403,3
31404,31404,12
31405,31405,10
31406,31406,15
31407,31407,1
31408,31408,18
31409,31409,14
31410,31410,17
31411,31411,13
31412,31412,19
31413,31413,13
31414,31414,4
31415,31415,1
31416,31416,8
31417,31417,18
31418,31418,19
31419,31419,10
31420,31420,9
31421,31421,16
31422,31422,6
31423,31423,17
31424,31424,4
31425,31425,7
31426,31426,7
31427,31427,11
31428,31428,7
31429,31429,20
31430,31430,19
31431,31431,2
31432,31432,18
31433,31433,19
31434,31434,17
31435,31435,10
31436,31436,5
31437,31437,18
31438,31438,12
31439,31439,17
31440,31440,5
31441,31441,15
31442,31442,11
31443,31443,20
31444,31444,13
31445,31445,17
31446,31446,3
31447,31447,12
31448,31448,8
31449,31449,10
31450,31450,8
31451,31451,13
31452,31452,4
31453,31453,1
31454,31454,3
31455,31455,16
31456,31456,6
31457,31457,11
31458,31458,18
31459,31459,20
31460,31460,3
31461,31461,12
31462,31462,4
31463,31463,2
31464,31464,20
31465,31465,17
31466,31466,15
31467,31467,7
31468,31468,5
31469,31469,14
31470,31470,3
31471,31471,17
31472,31472,12
31473,31473,18
31474,31474,9
31475,31475,20
31476,31476,6
31477,31477,16
31478,31478,6
31479,31479,4
31480,31480,19
31481,31481,6
31482,31482,2
31483,31483,14
31484,31484,14
31485,31485,16
31486,31486,11
31487,31487,9
31488,31488,2
31489,31489,4
31490,31490,5
31491,31491,7
31492,31492,2
31493,31493,17
31494,31494,20
31495,31495,15
31496,31496,16
31497,31497,5
31498,31498,11
31499,31499,16
31500,31500,10
31501,31501,12
31502,31502,15
31503,31503,4
31504,31504,12
31505,31505,15
31506,31506,3
31507,31507,2
31508,31508,17
31509,31509,8
31510,31510,1
31511,31511,8
31512,31512,16
31513,31513,5
31514,31514,16
31515,31515,12
31516,31516,4
31517,31517,5
31518,31518,6
31519,31519,16
31520,31520,1
31521,31521,16
31522,31522,3
31523,31523,10
31524,31524,1
31525,31525,16
31526,31526,12
31527,31527,15
31528,31528,9
31529,31529,19
31530,31530,8
31531,31531,20
31532,31532,2
31533,31533,13
31534,31534,13
31535,31535,14
31536,31536,3
31537,31537,5
31538,31538,1
31539,31539,12
31540,31540,15
31541,31541,7
31542,31542,11
31543,31543,8
31544,31544,14
31545,31545,3
31546,31546,3
31547,31547,5
31548,31548,5
31549,31549,2
31550,31550,18
31551,31551,15
31552,31552,3
31553,31553,2
31554,31554,7
31555,31555,7
31556,31556,4
31557,31557,18
31558,31558,4
31559,31559,3
31560,31560,10
31561,31561,19
31562,31562,14
31563,31563,11
31564,31564,14
31565,31565,12
31566,31566,8
31567,31567,16
31568,31568,12
31569,31569,2
31570,31570,19
31571,31571,2
31572,31572,6
31573,31573,4
31574,31574,18
31575,31575,17
31576,31576,20
31577,31577,5
31578,31578,15
31579,31579,5
31580,31580,13
31581,31581,6
31582,31582,5
31583,31583,19
31584,31584,4
31585,31585,19
31586,31586,18
31587,31587,10
31588,31588,14
31589,31589,12
31590,31590,14
31591,31591,1
31592,31592,7
31593,31593,14
31594,31594,20
31595,31595,14
31596,31596,2
31597,31597,6
31598,31598,19
31599,31599,18
31600,31600,9
31601,31601,15
31602,31602,11
31603,31603,1
31604,31604,9
31605,31605,20
31606,31606,1
31607,31607,9
31608,31608,10
31609,31609,3
31610,31610,11
31611,31611,20
31612,31612,14
31613,31613,14
31614,31614,19
31615,31615,2
31616,31616,1
31617,31617,15
31618,31618,1
31619,31619,15
31620,31620,19
31621,31621,16
31622,31622,17
31623,31623,4
31624,31624,16
31625,31625,16
31626,31626,13
31627,31627,13
31628,31628,11
31629,31629,7
31630,31630,11
31631,31631,15
31632,31632,12
31633,31633,18
31634,31634,5
31635,31635,20
31636,31636,4
31637,31637,9
31638,31638,10
31639,31639,10
31640,31640,15
31641,31641,9
31642,31642,11
31643,31643,12
31644,31644,7
31645,31645,9
31646,31646,19
31647,31647,12
31648,31648,12
31649,31649,2
31650,31650,19
31651,31651,2
31652,31652,11
31653,31653,12
31654,31654,6
31655,31655,16
31656,31656,7
31657,31657,17
31658,31658,13
31659,31659,8
31660,31660,6
31661,31661,6
31662,31662,2
31663,31663,11
31664,31664,4
31665,31665,19
31666,31666,4
31667,31667,6
31668,31668,3
31669,31669,5
31670,31670,3
31671,31671,13
31672,31672,1
31673,31673,4
31674,31674,7
31675,31675,18
31676,31676,15
31677,31677,20
31678,31678,1
31679,31679,11
31680,31680,10
31681,31681,7
31682,31682,10
31683,31683,14
31684,31684,19
31685,31685,8
31686,31686,19
31687,31687,13
31688,31688,3
31689,31689,20
31690,31690,20
31691,31691,14
31692,31692,14
31693,31693,15
31694,31694,14
31695,31695,7
31696,31696,1
31697,31697,2
31698,31698,1
31699,31699,10
31700,31700,1
31701,31701,4
31702,31702,14
31703,31703,15
31704,31704,12
31705,31705,18
31706,31706,6
31707,31707,4
31708,31708,17
31709,31709,4
31710,31710,19
31711,31711,3
31712,31712,20
31713,31713,4
31714,31714,15
31715,31715,10
31716,31716,5
31717,31717,15
31718,31718,4
31719,31719,11
31720,31720,2
31721,31721,5
31722,31722,15
31723,31723,11
31724,31724,13
31725,31725,6
31726,31726,3
31727,31727,8
31728,31728,5
31729,31729,16
31730,31730,9
31731,31731,8
31732,31732,13
31733,31733,17
31734,31734,10
31735,31735,10
31736,31736,17
31737,31737,10
31738,31738,2
31739,31739,15
31740,31740,12
31741,31741,18
31742,31742,14
31743,31743,7
31744,31744,19
31745,31745,8
31746,31746,11
31747,31747,19
31748,31748,4
31749,31749,6
31750,31750,15
31751,31751,1
31752,31752,14
31753,31753,12
31754,31754,13
31755,31755,20
31756,31756,7
31757,31757,18
31758,31758,2
31759,31759,8
31760,31760,5
31761,31761,15
31762,31762,14
31763,31763,4
31764,31764,20
31765,31765,4
31766,31766,12
31767,31767,6
31768,31768,18
31769,31769,4
31770,31770,9
31771,31771,10
31772,31772,13
31773,31773,6
31774,31774,5
31775,31775,7
31776,31776,15
31777,31777,18
31778,31778,19
31779,31779,1
31780,31780,4
31781,31781,9
31782,31782,8
31783,31783,20
31784,31784,4
31785,31785,13
31786,31786,13
31787,31787,14
31788,31788,9
31789,31789,14
31790,31790,16
31791,31791,2
31792,31792,9
31793,31793,5
31794,31794,9
31795,31795,6
31796,31796,1
31797,31797,14
31798,31798,3
31799,31799,17
31800,31800,18
31801,31801,6
31802,31802,17
31803,31803,11
31804,31804,14
31805,31805,15
31806,31806,5
31807,31807,19
31808,31808,1
31809,31809,17
31810,31810,4
31811,31811,11
31812,31812,10
31813,31813,6
31814,31814,10
31815,31815,19
31816,31816,19
31817,31817,15
31818,31818,10
31819,31819,5
31820,31820,18
31821,31821,7
31822,31822,2
31823,31823,5
31824,31824,6
31825,31825,20
31826,31826,10
31827,31827,5
31828,31828,15
31829,31829,19
31830,31830,1
31831,31831,3
31832,31832,18
31833,31833,12
31834,31834,9
31835,31835,4
31836,31836,20
31837,31837,15
31838,31838,13
31839,31839,4
31840,31840,9
31841,31841,20
31842,31842,14
31843,31843,8
31844,31844,5
31845,31845,18
31846,31846,19
31847,31847,11
31848,31848,18
31849,31849,16
31850,31850,13
31851,31851,4
31852,31852,5
31853,31853,9
31854,31854,3
31855,31855,16
31856,31856,6
31857,31857,7
31858,31858,8
31859,31859,6
31860,31860,4
31861,31861,12
31862,31862,8
31863,31863,12
31864,31864,15
31865,31865,12
31866,31866,2
31867,31867,4
31868,31868,2
31869,31869,4
31870,31870,20
31871,31871,14
31872,31872,1
31873,31873,3
31874,31874,5
31875,31875,12
31876,31876,20
31877,31877,13
31878,31878,7
31879,31879,16
31880,31880,20
31881,31881,5
31882,31882,14
31883,31883,14
31884,31884,18
31885,31885,3
31886,31886,17
31887,31887,14
31888,31888,16
31889,31889,15
31890,31890,4
31891,31891,14
31892,31892,10
31893,31893,5
31894,31894,12
31895,31895,11
31896,31896,15
31897,31897,18
31898,31898,19
31899,31899,14
31900,31900,10
31901,31901,8
31902,31902,13
31903,31903,15
31904,31904,16
31905,31905,3
31906,31906,20
31907,31907,10
31908,31908,18
31909,31909,18
31910,31910,19
31911,31911,5
31912,31912,17
31913,31913,12
31914,31914,3
31915,31915,12
31916,31916,5
31917,31917,4
31918,31918,11
31919,31919,5
31920,31920,2
31921,31921,18
31922,31922,15
31923,31923,3
31924,31924,10
31925,31925,16
31926,31926,17
31927,31927,9
31928,31928,10
31929,31929,12
31930,31930,6
31931,31931,6
31932,31932,13
31933,31933,1
31934,31934,3
31935,31935,11
31936,31936,13
31937,31937,7
31938,31938,13
31939,31939,13
31940,31940,15
31941,31941,3
31942,31942,13
31943,31943,14
31944,31944,8
31945,31945,7
31946,31946,12
31947,31947,7
31948,31948,1
31949,31949,16
31950,31950,10
31951,31951,19
31952,31952,13
31953,31953,12
31954,31954,17
31955,31955,8
31956,31956,12
31957,31957,12
31958,31958,8
31959,31959,14
31960,31960,14
31961,31961,7
31962,31962,14
31963,31963,7
31964,31964,9
31965,31965,2
31966,31966,1
31967,31967,20
31968,31968,6
31969,31969,2
31970,31970,8
31971,31971,7
31972,31972,10
31973,31973,17
31974,31974,4
31975,31975,20
31976,31976,1
31977,31977,2
31978,31978,13
31979,31979,2
31980,31980,13
31981,31981,14
31982,31982,7
31983,31983,14
31984,31984,8
31985,31985,8
31986,31986,15
31987,31987,11
31988,31988,1
31989,31989,18
31990,31990,13
31991,31991,13
31992,31992,1
31993,31993,11
31994,31994,7
31995,31995,16
31996,31996,13
31997,31997,5
31998,31998,16
31999,31999,7
32000,32000,18
32001,32001,16
32002,32002,9
32003,32003,17
32004,32004,9
32005,32005,14
32006,32006,17
32007,32007,9
32008,32008,20
32009,32009,3
32010,32010,12
32011,32011,14
32012,32012,18
32013,32013,5
32014,32014,14
32015,32015,4
32016,32016,13
32017,32017,2
32018,32018,12
32019,32019,5
32020,32020,10
32021,32021,3
32022,32022,5
32023,32023,13
32024,32024,6
32025,32025,2
32026,32026,18
32027,32027,11
32028,32028,5
32029,32029,4
32030,32030,10
32031,32031,2
32032,32032,4
32033,32033,13
32034,32034,12
32035,32035,16
32036,32036,10
32037,32037,3
32038,32038,20
32039,32039,9
32040,32040,1
32041,32041,17
32042,32042,10
32043,32043,13
32044,32044,10
32045,32045,13
32046,32046,20
32047,32047,12
32048,32048,6
32049,32049,5
32050,32050,4
32051,32051,5
32052,32052,6
32053,32053,17
32054,32054,13
32055,32055,20
32056,32056,19
32057,32057,5
32058,32058,8
32059,32059,3
32060,32060,13
32061,32061,17
32062,32062,12
32063,32063,18
32064,32064,19
32065,32065,2
32066,32066,6
32067,32067,16
32068,32068,1
32069,32069,6
32070,32070,12
32071,32071,4
32072,32072,1
32073,32073,2
32074,32074,6
32075,32075,14
32076,32076,1
32077,32077,6
32078,32078,3
32079,32079,1
32080,32080,19
32081,32081,12
32082,32082,16
32083,32083,12
32084,32084,7
32085,32085,1
32086,32086,14
32087,32087,3
32088,32088,19
32089,32089,18
32090,32090,3
32091,32091,13
32092,32092,20
32093,32093,11
32094,32094,18
32095,32095,10
32096,32096,13
32097,32097,9
32098,32098,16
32099,32099,2
32100,32100,8
32101,32101,5
32102,32102,3
32103,32103,17
32104,32104,9
32105,32105,8
32106,32106,16
32107,32107,14
32108,32108,8
32109,32109,6
32110,32110,18
32111,32111,8
32112,32112,13
32113,32113,8
32114,32114,13
32115,32115,12
32116,32116,10
32117,32117,16
32118,32118,12
32119,32119,13
32120,32120,2
32121,32121,3
32122,32122,2
32123,32123,12
32124,32124,3
32125,32125,2
32126,32126,9
32127,32127,16
32128,32128,6
32129,32129,1
32130,32130,19
32131,32131,14
32132,32132,20
32133,32133,3
32134,32134,9
32135,32135,2
32136,32136,2
32137,32137,3
32138,32138,20
32139,32139,2
32140,32140,8
32141,32141,4
32142,32142,4
32143,32143,5
32144,32144,11
32145,32145,20
32146,32146,3
